FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
250907;1800;7;;;
250907;1900;5;;;
250907;2000;6;;;
250907;2100;3;;;
250907;2200;2;;;
250907;2300;3;;;
250908;0000;5;;;
250908;0100;8;;;
250908;0200;4;;;
250908;0300;5;;;
250908;0400;6;;;
250908;0500;8;;;
250908;0600;7;;;
250908;0700;8;;;
250908;0800;9;;;
250908;0900;7;;;
250908;1000;7;;;
250908;1100;6;;;
250908;1200;;;0;
250908;1300;4;;;
250908;1400;19;;;
250908;1500;2;;;
250908;1600;11;;;
250908;1700;10;;;
250908;1800;16;;;
250908;1900;20;;;
250908;2000;20;;;
250908;2100;23;;;
250908;2200;14;;;
250908;2300;11;;;
250909;0000;10;;;
250909;0100;9;;;
250909;0200;8;;;
250909;0300;9;;;
250909;0400;15;;;
250909;0500;16;;;
250909;0600;42;;;
250909;0700;31;;;
250909;0800;18;;;
250909;0900;5;;;
250909;1000;24;;;
250909;1100;23;;;
250909;1200;12;;;
250909;1300;2;;;
250909;1400;2;;;
250909;1500;10;;;
250909;1600;2;;;
250909;1700;22;;;
250909;1800;8;;;
250909;1900;9;;;
250909;2000;8;;;
250909;2100;16;;;
250909;2200;8;;;
250909;2300;6;;;
250910;0000;3;;;
250910;0100;7;;;
250910;0200;6;;;
250910;0300;2;;;
250910;0400;4;;;
250910;0500;15;;;
250910;0600;8;;;
250910;0700;31;;;
250910;0800;37;;;
250910;0900;21;;;
250910;1000;5;;;
250910;1100;11;;;
250910;1200;15;;;
250910;1300;7;;;
250910;1400;29;;;
250910;1500;17;;;
250910;1600;4;;;
250910;1700;6;;;
250910;1800;53;;;
250910;1900;46;;;
250910;2000;24;;;
250910;2100;24;;;
250910;2200;19;;;
250910;2300;3;;;
250911;0000;52;;;
250911;0100;43;;;
250911;0200;33;;;
250911;0300;47;;;
250911;0400;37;;;
250911;0500;38;;;
250911;0600;45;;;
250911;0700;55;;;
250911;0800;74;;;
250911;0900;77;;;
250911;1000;36;;;
250911;1100;3;;;
250911;1200;5;;;
250911;1300;3;;;
250911;1400;5;;;
250911;1500;7;;;
250911;1600;10;;;
250911;1700;2;;;
250911;1800;14;;;
250911;1900;22;;;
250911;2000;42;;;
250911;2100;27;;;
250911;2200;18;;;
250911;2300;32;;;
250912;0000;6;;;
250912;0100;2;;;
250912;0200;21;;;
250912;0300;44;;;
250912;0400;50;;;
250912;0500;46;;;
250912;0600;34;;;
250912;0700;42;;;
250912;0800;45;;;
250912;0900;23;;;
250912;1000;21;;;
250912;1100;41;;;
250912;1200;10;;;
250912;1300;8;;;
250912;1400;6;;;
250912;1500;16;;;
250912;1600;2;;;
250912;1700;3;;;
250912;1800;9;;;
250912;1900;7;;;
250912;2000;20;;;
250912;2100;19;;;
250912;2200;19;;;
250912;2300;19;;;
250913;0000;18;;;
250913;0100;13;;;
250913;0200;14;;;
250913;0300;16;;;
250913;0400;10;;;
250913;0500;11;;;
250913;0600;14;;;
250913;0700;16;;;
250913;0800;20;;;
250913;0900;14;;;
250913;1000;29;;;
250913;1100;31;;;
250913;1200;13;;;
250913;1300;17;;;
250913;1400;16;;;
250913;1500;23;;;
250913;1600;6;;;
250913;1700;14;;;
250913;1800;18;;;
250913;1900;11;;;
250913;2000;17;;;
250913;2100;13;;;
250913;2200;15;;;
250913;2300;11;;;
250914;0000;16;;;
250914;0100;13;;;
250914;0200;14;;;
250914;0300;10;;;
250914;0400;34;;;
250914;0500;35;;;
250914;0600;30;;;
250914;0700;35;;;
250914;0800;27;;;
250914;0900;14;;;
250914;1000;18;;;
250914;1100;28;;;
250914;1200;6;;;
250914;1300;57;;;
250914;1400;5;;;
250914;1500;2;;;
250914;1600;3;;;
250914;1700;17;;;
250914;1800;13;;;
250914;1900;24;;;
250914;2000;17;;;
250914;2100;18;;;
250914;2200;26;;;
250914;2300;21;;;
250915;0000;16;;;
250915;0100;14;;;
250915;0200;10;;;
250915;0300;8;;;
250915;0400;29;;;
250915;0500;16;;;
250915;0600;20;;;
250915;0700;43;;;
250915;0800;30;;;
250915;0900;12;;;
250915;1000;;;;
250915;1100;;;;
250915;1200;;;;
250915;1300;;;;
250915;1400;;;;
250915;1500;2;;;
250915;1600;2;;;
250915;1700;2;;;
250915;1800;19;;;
250915;1900;25;;;
250915;2000;36;;;
250915;2100;28;;;
250915;2200;18;;;
250915;2300;15;;;
250916;0000;19;;;
250916;0100;16;;;
250916;0200;4;;;
250916;0300;9;;;
250916;0400;2;;;
250916;0500;27;;;
250916;0600;33;;;
250916;0700;34;;;
250916;0800;47;;;
250916;0900;47;;;
250916;1000;36;;;
250916;1100;8;;;
250916;1200;8;;;
250916;1300;9;;;
250916;1400;;;;
250916;1500;;;;
250916;1600;2;;;
250916;1700;2;;;
250916;1800;16;;;
250916;1900;23;;;
250916;2000;24;;;
250916;2100;24;;;
250916;2200;26;;;
250916;2300;23;;;
250917;0000;22;;;
250917;0100;13;;;
250917;0200;8;;;
250917;0300;5;;;
250917;0400;13;;;
250917;0500;12;;;
250917;0600;13;;;
250917;0700;13;;;
250917;0800;24;;;
250917;0900;24;;;
250917;1000;15;;;
250917;1100;2;;;
250917;1200;2;;;
250917;1300;5;;;
