Fecha;Estacion_seleccionada;PromedioDiario_MP10;ICAP_MP10;ICAP_mod_MP10;PromedioDiario_MP2_5;ICAP_MP2_5;ICAP_mod_MP2_5;condicion_final;condicion_mod
2026-05-07;Arica;;;;10.79;21.58;71.94;Bueno;Bueno
2026-05-08;Arica;;;;12.42;24.83;82.78;Bueno;Bueno
2026-05-09;Arica;;;;14.04;28.08;93.61;Bueno;Bueno
2026-05-10;Arica;;;;10.22;20.43;68.12;Bueno;Bueno
2026-05-11;Arica;;;;7.18;14.36;47.88;Bueno;Bueno
2026-05-12;Arica;;;;10.79;21.58;71.94;Bueno;Bueno
2026-05-13;Arica;;;;9.42;18.83;62.78;Bueno;Bueno
2026-05-14;Arica;;;;8.38;16.75;55.83;Bueno;Bueno
2026-05-15;Arica;;;;10.38;20.75;69.17;Bueno;Bueno
2026-05-16;Arica;;;;8.22;16.43;54.78;Bueno;Bueno
2026-05-17;Arica;;;;8.33;16.67;55.56;Bueno;Bueno
2026-05-18;Arica;;;;9.38;18.75;62.50;Bueno;Bueno
2026-05-19;;;;;;;;;
2026-05-20;Arica;;;;8.89;17.79;59.30;Bueno;Bueno
2026-05-21;Arica;;;;10.79;21.58;71.94;Bueno;Bueno
2026-05-22;Arica;;;;9.36;18.73;62.42;Bueno;Bueno
2026-05-23;Arica;;;;10.42;20.83;69.44;Bueno;Bueno
2026-05-24;Arica;;;;11.83;23.65;78.84;Bueno;Bueno
2026-05-25;Arica;;;;12.79;25.58;85.28;Bueno;Bueno
2026-05-26;Arica;;;;13.57;27.13;90.43;Bueno;Bueno
2026-05-27;Arica;;;;9.38;18.75;62.50;Bueno;Bueno
2026-05-28;Arica;;;;13.25;26.50;88.33;Bueno;Bueno
2026-05-29;Arica;;;;8.23;16.45;54.85;Bueno;Bueno
2026-05-30;Arica;;;;11.42;22.83;76.11;Bueno;Bueno
2026-05-31;Arica;;;;11.25;22.50;75.00;Bueno;Bueno
2026-06-01;Arica;;;;10.62;21.25;70.83;Bueno;Bueno
2026-06-02;Arica;;;;11.29;22.58;75.28;Bueno;Bueno
2026-06-03;Arica;;;;11.92;23.83;79.44;Bueno;Bueno
2026-06-04;Arica;;;;9.88;19.75;65.83;Bueno;Bueno
2026-06-05;Arica;;;;7.65;15.30;51.01;Bueno;Bueno
2026-06-06;Arica;;;;8.36;16.73;55.76;Bueno;Bueno
2026-06-07;Arica;;;;6.71;13.42;44.72;Bueno;Bueno
2026-06-08;Arica;;;;9.09;18.18;60.61;Bueno;Bueno
2026-06-09;Arica;;;;11.65;23.30;77.68;Bueno;Bueno
2026-06-10;Arica;;;;7.91;15.83;52.75;Bueno;Bueno
