Fecha;Estacion_seleccionada;PromedioDiario_MP10;ICAP_MP10;ICAP_mod_MP10;PromedioDiario_MP2_5;ICAP_MP2_5;ICAP_mod_MP2_5;condicion_final;condicion_mod
2026-03-22;Padre_Las_Casas_II;19.79;15.22;43.98;14.0;28.0;93.33;Bueno;Bueno
2026-03-23;Padre_Las_Casas_II;21.46;16.51;47.69;11.42;22.83;76.11;Bueno;Bueno
2026-03-24;Padre_Las_Casas_II;26.54;20.42;58.98;16.04;32.08;102.25;Bueno;Regular
2026-03-25;Padre_Las_Casas_II;41.21;31.7;91.57;27.12;54.25;126.29;Bueno;Regular
2026-03-26;Padre_Las_Casas_II;39.38;30.29;87.5;24.33;48.67;120.22;Bueno;Regular
2026-03-27;Padre_Las_Casas_II;49.0;37.69;106.55;33.08;66.17;139.28;Bueno;Regular
2026-03-28;Villarrica;;;;76.29;187.64;235.03;Regular;Alerta
2026-03-29;Villarrica;;;;36.96;73.92;147.76;Bueno;Regular
2026-03-30;Nielol;33.67;25.9;74.81;19.42;38.83;109.55;Bueno;Regular
2026-03-31;Padre_Las_Casas_II;20.67;15.9;45.93;10.17;20.33;67.78;Bueno;Bueno
2026-04-01;Padre_Las_Casas_II;36.62;28.17;81.39;19.12;38.25;108.92;Bueno;Regular
2026-04-02;Padre_Las_Casas_II;31.42;24.17;69.81;18.88;37.75;108.38;Bueno;Regular
2026-04-03;Padre_Las_Casas_II;28.0;21.54;62.22;17.33;34.67;105.04;Bueno;Regular
2026-04-04;Padre_Las_Casas_II;29.67;22.82;65.93;16.38;32.75;102.97;Bueno;Regular
2026-04-05;Villarrica;;;;44.21;88.42;163.68;Bueno;Regular
2026-04-06;Padre_Las_Casas_II;27.33;21.03;60.74;14.92;29.83;99.44;Bueno;Bueno
2026-04-07;Padre_Las_Casas_II;34.92;26.86;77.59;23.42;46.83;118.23;Bueno;Regular
2026-04-08;Padre_Las_Casas_II;24.17;18.59;53.7;11.42;22.83;76.11;Bueno;Bueno
2026-04-09;Padre_Las_Casas_II;40.29;30.99;89.54;21.21;42.42;113.43;Bueno;Regular
2026-04-10;Padre_Las_Casas_II;68.42;52.63;138.51;48.54;97.08;173.23;Bueno;Regular
2026-04-11;Padre_Las_Casas_II;45.88;35.29;101.43;28.62;57.25;129.56;Bueno;Regular
2026-04-12;Padre_Las_Casas_II;18.54;14.26;41.2;12.12;24.25;80.83;Bueno;Bueno
2026-04-13;Villarrica;;;;66.54;155.14;213.19;Regular;Alerta
2026-04-14;Villarrica;;;;44.33;88.67;163.96;Bueno;Regular
2026-04-15;Padre_Las_Casas_II;52.0;40.0;111.47;30.33;60.67;133.28;Bueno;Regular
2026-04-16;Padre_Las_Casas_II;24.33;18.72;54.07;16.29;32.58;102.79;Bueno;Regular
2026-04-17;Padre_Las_Casas_II;24.25;18.65;53.89;14.33;28.67;95.56;Bueno;Bueno
2026-04-18;Padre_Las_Casas_II;52.83;40.64;112.84;37.62;75.25;149.22;Bueno;Regular
2026-04-19;Padre_Las_Casas_II;60.08;46.22;124.76;50.46;101.53;177.46;Regular;Regular
2026-04-20;Padre_Las_Casas_II;43.83;33.72;97.41;31.54;63.08;135.92;Bueno;Regular
2026-04-21;Padre_Las_Casas_II;58.54;45.03;122.22;41.79;83.58;158.37;Bueno;Regular
2026-04-22;Las_Encinas_Temuco;41.91;32.24;93.13;25.14;50.27;121.96;Bueno;Regular
2026-04-23;Las_Encinas_Temuco;48.04;36.96;104.98;29.17;58.33;130.74;Bueno;Regular
2026-04-24;Las_Encinas_Temuco;28.38;21.83;63.06;17.71;35.42;105.85;Bueno;Regular
2026-04-25;Las_Encinas_Temuco;33.25;25.58;73.89;26.54;53.08;125.02;Bueno;Regular
2026-04-26;Padre_Las_Casas_II;40.42;31.09;89.81;34.29;68.58;141.92;Bueno;Regular
2026-04-27;Villarrica;;;;43.75;87.5;162.67;Bueno;Regular
